,0,1,2,3,4,5
0,2.248670467413679,0.23989139455397002,-0.21158997513621802,0.15888604933010164,-1.2024201580870497,3.2118229258831636
1,0.8688526405095907,2.625277731921413,-2.6183269213930425,2.57433285561718,-0.6220457622116999,-1.3672908437626887
2,-0.7640901057594611,1.9069103590720164,2.565642190336587,1.191975879423694,-1.9068172834993948,2.8959779562097143
3,0.19864616661746304,3.847015599822166,1.644303862339962,0.36229265562727786,1.1010008747376352,-1.305507841359137
4,-0.3598972461474945,0.4289382933557562,-1.657682537002744,2.1812453223132167,2.810369464479585,2.5037830550265188
5,2.1469583436100113,-1.6345924149660673,-2.8822617853435517,-0.761093360634133,1.997883633282168,-0.67115853777584
6,0.8522010886323441,-1.0222701187351078,-2.298101038888051,-0.7558583592346588,-2.8455474445915794,2.1111496568403973
7,-1.9810372521241182,-1.7796762359705354,3.2508114227469598,-1.439329669657102,1.7977718914828609,0.989445472211691
8,3.152866384101044,-2.9470599289140664,-1.414260141097603,0.6902912903620697,-1.1842211948193269,0.4413168316021743
9,0.9275455960521448,1.0081016683059039,-0.4250094844637591,1.6106968321874096,2.7766676772700176,2.624022291634752
10,1.096694782461988,0.14704424352019263,-3.7963563438668677,-0.2197634805115376,1.153027679342248,1.263815652311969
11,0.6037848316365002,2.1235549521449695,2.5123244361622685,0.6693444295583646,3.120705744137233,0.589841055074281
12,-2.938700183086922,1.3421125830318132,-2.0281211533141352,-2.2492810973386113,0.8209195316601221,-0.7307757373515997
13,-3.250541697364514,-1.5952708614053392,-1.8928623063202,0.23466782360741867,0.505720603480933,-0.09995120664215573
14,2.5251467165303234,2.0177093736757925,0.489271658486091,-0.4593143276663936,-1.4776098908784343,-0.7645678630066133
15,1.6133254297812103,-2.3377824229509656,-0.7104659467367576,-2.1486250013731167,-0.502191103934325,-1.4561511147255368
16,-0.8023760185087072,-2.5509177530860185,-2.113396975701324,0.47697272551227066,1.1598963148467956,2.3885101610724515
