,0,1,2,3,4,5,Target
0,0.1464965007218888,-0.7064396844761145,-0.3061270335009647,0.8671055320900054,-2.544127641872016,0.669249854590328,0.0
1,1.2556420149958614,-4.169874555953262,0.6200272303114733,-1.0829860796355275,0.8122195076686447,-1.4201035684738916,0.0
2,0.09844468432503817,-0.9548015747203618,-1.2338516131181465,1.5555032150906678,-0.060499959333537134,-2.785590855898663,0.0
3,2.0376125691321096,-1.3410398735485387,1.7063111016900079,-2.509245428552418,-2.2369809416322486,-0.45725337693729795,0.0
4,-0.7609921747406103,-3.371851908099873,2.9817221822221605,-0.20790657863530093,0.8207769606006474,-0.3692658929981292,0.0
5,-0.8958636934632871,1.7415870398937825,1.8008400195621714,-2.9052245680573776,0.8413114586795984,1.9990670336883865,0.0
6,1.6514022135577422,0.97537215844567,-2.259890498142295,-2.5090254155882907,1.114924912172988,-2.189900685909365,0.0
7,-2.0494940531288086,2.4694573546532173,-2.4017426686607743,0.4378143719509282,-1.812927268270382,0.5336655794367022,0.0
8,-1.5513477213177538,0.08771285660131323,-0.4949417907966547,-2.117422536423197,-1.5684963683686193,3.7110422179497533,0.0
9,1.7708319853698082,-1.914990486379653,1.7874718788239399,1.4209819411274083,-0.3334304850882086,2.33989153121823,0.0
10,0.13389421985528482,-1.1049867056326548,-0.8155607224047987,1.0644393194888755,2.741692825620408,1.9793636748761658,0.0
11,1.0740039579987393,-1.5822170651861156,-1.576386327979118,-0.8002441815523103,3.9738353004341285,-0.8987669330009096,0.0
12,-1.4282884592925624,-0.9220336104645988,-0.8903704002847572,3.7372703704389494,-1.8627036644509145,0.536127247517225,0.0
13,-2.4253441668208,-1.9250193430168663,2.2426105448694518,-2.6405038627185338,-1.5441330007004073,-0.5710125614046699,0.0
14,2.5518206171837345,0.18848142397562562,-0.858235764220189,2.2546887565617455,1.6966950346728336,0.23581278993702526,0.0
15,-0.6428888157289903,0.617149831894908,-2.4382556966790925,-1.869739405746056,0.6695054907383655,-1.5256712259144867,0.0
16,1.1810028332059899,1.2776450431840214,1.1366298973600397,0.4849006361171426,-0.8218311413631856,0.20863073876597404,0.0
17,-1.5068370066265144,3.877021694008503,-0.7915736063924372,1.1568265702553981,-0.7056415469669943,-0.8570202215005924,0.0
18,2.6379833258854903,-3.442861972906922,1.5986990951265359,-0.7090855414918735,-0.612411908306064,1.1765037092866208,0.0
19,-1.130717810638969,0.9321431361171388,-0.3322661544364278,2.794201925485562,-1.399282724663642,-1.7820552410677006,0.0
20,-1.9039073995513944,-2.492542173108696,0.8184067509723487,1.2891299985755191,0.9792485841841891,0.5131774412915373,0.0
